domain_group,entity_type,entity,total_mentions,n_bills
high,ORG,mccormick_hb0438_-_97_-_lrb102_03730_hlh_13743,1,1
high,ORG,mccormick_place,1,1
high,ORG,mccormick_place_14_expansion_project_fund,1,1
high,ORG,mcdonough,1,1
high,ORG,mce,33,11
high,ORG,mckinney_-_vento,1,1
high,ORG,mcneill,2,2
high,ORG,mco,286,6
high,ORG,mcpike_addiction_treatment_center_5,1,1
high,ORG,mdmb_-_chmica,2,2
high,ORG,mdmb_-_fubinaca,2,2
high,ORG,mds,58,12
high,ORG,mechanics_training_fund,1,1
high,ORG,med,52,1
high,ORG,medi_-_cal,208,32
high,ORG,medicaid,1737,294
high,ORG,medicaid_10_services,3,3
high,ORG,medicaid_12_services,2,2
high,ORG,medicaid_17_services,1,1
high,ORG,medicaid_18_services,3,3
high,ORG,medicaid_21_services,2,2
high,ORG,medicaid_3_services,1,1
high,ORG,medicaid_40_services,2,2
high,ORG,medicaid_4_management_information_system,1,1
high,ORG,medicaid_4_services,1,1
high,ORG,medicaid_5_management_information_system,1,1
high,ORG,medicaid_5_services,2,2
high,ORG,medicaid_6_services,1,1
high,ORG,medicaid_7_services,1,1
high,ORG,medicaid_9_services,1,1
high,ORG,medicaid_business_opportunity_commission,2,2
high,ORG,medicaid_disproportionate_share_hospital,2,2
high,ORG,medicaid_encounter_data_system,1,1
high,ORG,medicaid_hmo,2,2
high,ORG,medicaid_management_information_system,2,2
high,ORG,medicaid_mobile_crisis_response,1,1
high,ORG,medicaid_program,2,2
high,ORG,medicaid_services,141,68
high,ORG,medicaid_services_',1,1
high,ORG,medicaid_services_healthcare_cost_report,1,1
high,ORG,medicaid_services_provider_reimbursement_manual_part,1,1
high,ORG,medicaid_technical_assistance_center,6,2
high,ORG,medicaid_technical_assistance_center_fund,3,2
high,ORG,medical,1,1
high,ORG,medical_-_legal_partnership_grant_15_program,1,1
high,ORG,medical_-_legal_partnership_grant_program,3,1
high,ORG,medical_18_electronic_data_interchange,1,1
high,ORG,medical_3508_licensure_compact_commission,1,1
high,ORG,medical_assistance,19,7
high,ORG,medical_assistance_16,1,1
high,ORG,medical_assistance_3,1,1
high,ORG,medical_assistance_5,1,1
high,ORG,medical_assistance_program,6,5
high,ORG,medical_assistance_sb1586_-_26_-_lrb103_25489,1,1
high,ORG,medical_board,1,1
high,ORG,"medical_care_,_services",1,1
high,ORG,medical_center,5,5
high,ORG,medical_coordinators,1,1
high,ORG,medical_education_program,1,1
high,ORG,medical_education_reimbursement_and_loan_repayment_program,1,1
high,ORG,medical_executive_8_committee,2,2
high,ORG,medical_licens_ing_examination,1,1
high,ORG,medical_marijuana_program,1,1
high,ORG,medical_professional_association,2,1
high,ORG,medical_services,1,1
high,ORG,"medical_society_,_medical_association",1,1
high,ORG,medicare,329,97
high,ORG,medicare_dual_18_eligible_special_needs_plan,2,2
high,ORG,medicare_dual_24_eligible_special_needs_plan,2,2
high,ORG,medicare_dual_40,2,2
high,ORG,medicare_dual_eligible_special_needs_plan,4,4
high,ORG,medicare_program,2,2
high,ORG,medicare_rural_health_clinic,1,1
high,ORG,medicare_savings_program,1,1
high,ORG,medicare_savings_programs,1,1
high,ORG,medicine,1,1
high,ORG,melendez_.,1,1
high,ORG,member_state,13,3
high,ORG,member_state_'s,1,1
high,ORG,member_state_'s_licensing_authority,1,1
high,ORG,member_state_'s_licensing_board,2,2
high,ORG,membership,1,1
high,ORG,memorial_hospital,5,5
high,ORG,memphis_model,2,2
high,ORG,mental,4,4
high,ORG,mental_1306_health_counseling,1,1
high,ORG,mental_1853_health_counseling,1,1
high,ORG,mental_1859_health_counseling,1,1
high,ORG,mental_2_health_services_administration,2,2
high,ORG,mental_44_health_and_substance_use_under_section_50_-_e-3,2,2
high,ORG,mental_68_health_counseling,1,1
high,ORG,mental_72_health_counseling,1,1
high,ORG,mental_8_health,1,1
high,ORG,mental_9_health_counseling,1,1
high,ORG,mental_health,49,38
high,ORG,mental_health_108_counseling,1,1
high,ORG,mental_health_13_partnership_'s_children_'s_mental_health_plan,1,1
high,ORG,mental_health_13_service_administration_'s,1,1
high,ORG,mental_health_14_service_administration_'s,1,1
high,ORG,mental_health_17_services_administration,2,2
high,ORG,mental_health_216_services,1,1
high,ORG,mental_health_243_services,1,1
high,ORG,mental_health_8_counseling,1,1
high,ORG,mental_health_8_services_administration,1,1
high,ORG,mental_health_8_services_administration_'s,2,2
high,ORG,mental_health_9_services_administration,2,2
high,ORG,mental_health_america,3,3
high,ORG,mental_health_america_19,1,1
high,ORG,mental_health_america_2,1,1
high,ORG,mental_health_america_3,1,1
high,ORG,mental_health_and,2,2
high,ORG,mental_health_and_brain_research_institute_of_texas,2,1
high,ORG,mental_health_and_justice_advisory_committee,2,2
high,ORG,mental_health_and_substance_31_abuse,1,1
high,ORG,mental_health_and_substance_6_abuse,1,1
high,ORG,mental_health_and_substance_abuse,16,11
high,ORG,mental_health_and_substance_abuse_services,6,3
high,ORG,mental_health_and_substance_use_6_disorder,1,1
high,ORG,mental_health_and_substance_use_disorder_21_awareness_and_assistance_training_program,1,1
high,ORG,mental_health_and_substance_use_disorder_awareness_27_and,1,1
high,ORG,mental_health_and_substance_use_under_section,2,2
high,ORG,mental_health_assistance_allocation,1,1
high,ORG,mental_health_care,3,3
high,ORG,mental_health_committee,1,1
high,ORG,mental_health_counseling,11,9
high,ORG,mental_health_institute,5,4
high,ORG,mental_health_internship_grant_program,2,2
high,ORG,mental_health_local_collaborative_transformation_6_fund_act,1,1
high,ORG,mental_health_local_collaborative_transformation_fund_act,1,1
high,ORG,mental_health_local_integrated_fund_act,1,1
high,ORG,mental_health_ombudsman,13,1
high,ORG,mental_health_parity,3,3
high,ORG,mental_health_parity_and_addiction_7_equity_act,2,2
high,ORG,mental_health_parity_and_addiction_equity_act,20,7
high,ORG,mental_health_partnership,6,2
high,ORG,mental_health_preschool_services,1,1
high,ORG,mental_health_professional_18_shortage_area,1,1
high,ORG,mental_health_professional_shortage_area,4,1
high,ORG,mental_health_reform,2,1
high,ORG,mental_health_rehabilitation_act,6,3
high,ORG,mental_health_response_and_treatment_challenge_grant,1,1
high,ORG,mental_health_screening_in,5,1
high,ORG,mental_health_service_2_administration_'s,1,1
high,ORG,mental_health_services,16,12
high,ORG,mental_health_services_13_administration,2,2
high,ORG,mental_health_services_20_administration,1,1
high,ORG,mental_health_services_8_administration,1,1
high,ORG,mental_health_services_administration,30,20
high,ORG,mental_health_services_administration_national_guidelines_for_behavioral_health_crisis_care,1,1
high,ORG,mental_health_services_fund,7,5
high,ORG,mental_health_services_of_coding,1,1
high,ORG,mental_health_services_oversight_and_accountability_commission,5,5
high,ORG,mental_health_student_services_act,1,1
high,ORG,mental_health_task_force_for_communication,1,1
high,ORG,mental_health_tax_credit_act,3,3
high,ORG,mental_sb2565_-_28_-_lrb102_16553,1,1
high,ORG,mercer,1,1
high,ORG,mercury,1,1
high,ORG,mercy_hospital,4,2
high,ORG,merit_16_board,1,1
high,ORG,merit_18_board,1,1
high,ORG,merit_21_board,1,1
high,ORG,merit_board,3,3
high,ORG,merski,2,2
high,ORG,methamphetamine_control,2,2
high,ORG,methamphetamine_control_and_community_protection_act,13,9
high,ORG,methamphetamine_precursor_control_act,1,1
high,ORG,methodist_medical_center_of_illinois,5,5
high,ORG,metropolitan_transit_authority_act,3,3
high,ORG,mft,2,1
high,ORG,mhcp,8,4
high,ORG,mhpaea,3,2
high,ORG,mhsa,102,9
high,ORG,mhsa_-_oar,2,1
high,ORG,mhsf,1,1
high,ORG,mica,4,4
high,ORG,microstamping,2,2
high,ORG,mifflin,1,1
high,ORG,mikulin,2,2
high,ORG,miller,2,2
high,ORG,milroy,2,2
high,ORG,minor,1,1
high,ORG,minor_cannabis_offense,1,1
high,ORG,minority_communities,11,4
high,ORG,minority_teachers_of_illinois,2,2
high,ORG,miranda,2,2
high,ORG,miscellaneous_mental,2,2
high,ORG,mitaynes,1,1
high,ORG,miur,4,2
high,ORG,mlj,14,4
high,ORG,mlr,7,1
high,ORG,mmb_-_chmica,2,2
high,ORG,mmb_-_fubinaca,2,2
high,ORG,mmis,1,1
high,ORG,mobil_training_units,1,1
high,ORG,mobile,3,3
high,ORG,mobile_crisis_response,2,2
high,ORG,mobile_crisis_response_teams,1,1
high,ORG,mobile_crisis_teams,2,1
high,ORG,model_state_administrative,6,6
high,ORG,monarch_habitat_fund,3,1
high,ORG,monetary_award_program,2,2
high,ORG,monitor_ems_systems,1,1
high,ORG,monitoring_program,5,4
high,ORG,montesano,2,2
high,ORG,montessori,4,1
high,ORG,montour,1,1
high,ORG,moody_h.b.,3,3
high,ORG,morbidity_review_committee,6,3
high,ORG,mortality_review_team_act,3,3
high,ORG,mosbrucker,3,3
high,ORG,mosbrucker_1_2,1,1
high,ORG,moses,2,2
high,ORG,motivo,1,1
high,ORG,motor_vehicle,2,2
high,ORG,motor_vehicle_theft_prevention_and_insurance,1,1
high,ORG,mou,8,1
high,ORG,moul,2,2
high,ORG,mpf_-_f,2,2
high,ORG,mphp,2,2
high,ORG,mro,2,1
high,ORG,msche,14,2
high,ORG,msp,5,1
high,ORG,mt._sinai_hospital,5,5
high,ORG,mta,4,2
high,ORG,mts,1,1
high,ORG,multi_-_sponsored,9,9
high,ORG,multicounty_consortium,4,4
high,ORG,multiform,1,1
high,ORG,multiyear_projects,1,1
high,ORG,municipal_sales_tax_25_increment,2,2
high,ORG,municipally,2,2
high,ORG,murphy,6,6
high,ORG,muth,4,4
high,ORG,mxe,2,2
high,ORG,my_mental_health_care_other,2,1
high,ORG,myrie,5,5
high,ORG,n)(2)(ii,4,4
high,ORG,n-[1-(2-,6,6
high,ORG,"n._""_executive_committee",1,1
high,ORG,n95,14,2
high,ORG,n_)_carbon,1,1
high,ORG,n_)_deposit,1,1
high,ORG,n_)_electronic,1,1
high,ORG,n_)_inspection,1,1
high,ORG,n_)_planning,1,1
high,ORG,n_)_records,3,3
high,ORG,n_)_service,6,4
high,ORG,n_)_state_department_of_social_services,1,1
high,ORG,na,2,2
high,ORG,naces,10,5
high,ORG,naic,6,3
high,ORG,nano_52,2,2
high,ORG,nass,1,1
high,ORG,nathan_s._kline_institute,2,2
high,ORG,national_23_suicide_prevention_lifeline,1,1
high,ORG,national_audiology_professional_4860_association,1,1
high,ORG,national_behavioral_health_accrediting_bodies,3,3
high,ORG,national_board,2,2
high,ORG,national_board_14_certified_teachers,1,1
high,ORG,national_board_of_medical_examiners,1,1
high,ORG,national_campaign_against_racism,1,1
high,ORG,national_cancer_institute,2,2
high,ORG,national_center_for_health_statistics,1,1
high,ORG,national_center_for_trauma,3,1
high,ORG,national_center_for_trauma_-_informed_care_3,1,1
high,ORG,national_college_health_assessment_21,1,1
high,ORG,national_college_health_assessment_3,1,1
high,ORG,national_community_service_act,2,2
high,ORG,national_ems_892_education_standards,1,1
high,ORG,national_ems_895,1,1
high,ORG,national_ems_education_standards,2,2
high,ORG,national_ems_educational_standards,1,1
high,ORG,national_ems_scope_of_practice_model,2,2
high,ORG,national_guard,5,5
high,ORG,national_guard_19,1,1
high,ORG,national_guard_and_reserve,4,2
high,ORG,national_incident_management_3_system,2,2
high,ORG,national_institute_of_standards_and_technology,6,2
high,ORG,national_integrated_ballistics_information_network_17,2,2
high,ORG,national_practitioner_data_bank,11,11
high,ORG,national_public_health_accreditation_2_board_standards,1,1
high,ORG,national_public_health_accreditation_6_board_standards,1,1
high,ORG,national_register_of_health_service_psychologists,4,4
high,ORG,national_register_of_historic_places,2,2
high,ORG,national_registry,1,1
high,ORG,national_residency_match_program,1,1
high,ORG,national_security,1,1
high,ORG,national_standard_curriculum,5,2
high,ORG,national_state_of_higher_education_survey,2,2
high,ORG,national_suicide_prevention_120,1,1
high,ORG,national_suicide_prevention_23,1,1
high,ORG,national_suicide_prevention_lifeline,1,1
high,ORG,nationally_certified_school_13_psychologist,1,1
high,ORG,nationwide,1,1
high,ORG,native_american_indian_nation,2,2
high,ORG,natural_resources,1,1
high,ORG,naval_militia,1,1
high,ORG,navy,16,10
high,ORG,nazareth_hospital,5,5
high,ORG,ncic,11,1
high,ORG,nclex,6,6
high,ORG,ne_w_diagnostics,1,1
high,ORG,neglected_3_child_reporting_act,1,1
high,ORG,neglected_7_child_reporting_act,1,1
high,ORG,neglected_8_child_reporting_act,1,1
high,ORG,neglected_child,3,3
high,ORG,neglected_child_11_reporting_act,1,1
high,ORG,neglected_child_17_reporting_act,1,1
high,ORG,neglected_child_6_reporting_act,1,1
high,ORG,neglected_child_reporting_act,2,2
high,ORG,neglected_long_term_care_facility_residents_reporting_act,2,2
high,ORG,neilson,10,10
high,ORG,neither_board,2,2
high,ORG,nena,1,1
high,ORG,net_state_sales_tax_17_increment,2,2
high,ORG,net_state_sales_tax_increment,8,2
high,ORG,net_state_utility_tax_increment,1,1
high,ORG,net_state_utility_tax_increment_sb2509_-_26_-_lrb102_12839,1,1
high,ORG,neubauer,2,2
high,ORG,new_york_city_children_'s,2,2
high,ORG,new_york_city_health_and_hospitals_corporation,2,2
high,ORG,new_york_state_campaign_finance_fund,2,2
high,ORG,new_york_state_campaign_finance_fund_account,2,2
high,ORG,new_york_state_capital_assistance_program,2,2
high,ORG,new_york_state_department_of_health_request_for_applications,2,2
high,ORG,new_york_state_home_for_veterans,2,2
high,ORG,new_york_state_institute_for_basic_research,2,2
high,ORG,new_york_state_storm_recovery_capital_fund,2,2
high,ORG,new_york_youth_mental_health_advisory_board,1,1
high,ORG,newborn_416_screening_advisory_council,1,1
high,ORG,newborn_care_nursery,1,1
high,ORG,next_generation_911,2,1
high,ORG,neylon,2,2
high,ORG,nfp,2,1
high,ORG,"nguyen_,_saldaña_,_lovelett",1,1
high,ORG,nial_registration,6,2
high,ORG,nial_registration_fee_of,2,2
high,ORG,nial_registration_period,2,2
high,ORG,nibin,4,2
high,ORG,nics,7,7
high,ORG,nida,1,1
high,ORG,niello,1,1
high,ORG,ning_council,14,4
high,ORG,nmlsr,5,1
high,ORG,nnn,1,1
high,ORG,no.175,4,4
high,ORG,no.240,2,1
high,ORG,no_local_program,12,12
high,ORG,no_manufacturer_'s,4,2
high,ORG,no_state,1,1
high,ORG,no_supreme_court,3,3
high,ORG,no_yes_local_program,1,1
high,ORG,non_-_government,1,1
high,ORG,non_-_government_6_organizations,1,1
high,ORG,non_-_immigration_visa,2,2
high,ORG,non_-_medi_-_cal,4,4
high,ORG,non_-_medicaid,3,3
high,ORG,non_-_member_state,2,2
high,ORG,non_-_mta,2,2
high,ORG,non_-_support_of_spouse_and_children_act,2,2
high,ORG,non_-_violent_7,2,2
high,ORG,non_-_violent_misdemeanor_coordination_plan,2,2
high,ORG,nonacute,2,2
high,ORG,nonbehavioral_health_crisis,1,1
high,ORG,noncoverage_of_services,1,1
high,ORG,nondangerous,3,3
high,ORG,nonemergency_medical_transportation_services,2,2
high,ORG,nonemergency_medical_transportation_services_for,4,4
high,ORG,nonemergent_care,2,1
high,ORG,nonemergent_health_care,2,1
high,ORG,nongeneral,1,1
high,ORG,nonhospital,1,1
high,ORG,nonintensive,2,2
high,ORG,nonlegislative,1,1
high,ORG,nonliability_19,1,1
high,ORG,nonnarcotic,1,1
high,ORG,nonprofit_hospital_service,2,1
high,ORG,nonteaching,1,1
high,ORG,norfentanyl,2,2
high,ORG,normethandrolone,2,2
high,ORG,norris,2,2
high,ORG,norris_addiction_treatment_center_9_south_beach_addiction_treatment_center_10,1,1
high,ORG,north_american_industry_classification_system,1,1
high,ORG,northeast_regional_board,1,1
high,ORG,"northeastern_illinois_5_university_,_northern_illinois_university",1,1
high,ORG,northwestern_university,1,1
high,ORG,notary_-_public,2,2
high,ORG,notary_notary,1,1
high,ORG,notice_of_review,4,2
high,ORG,notify_the_commission,8,2
high,ORG,notify_the_compact_commission,2,1
high,ORG,nova_southeastern_university,1,1
high,ORG,novak,4,4
high,ORG,np,3,3
high,ORG,npi,11,11
high,ORG,nqtl,57,4
high,ORG,nspl,38,8
high,ORG,nurse,6,6
high,ORG,nursing_home,1,1
high,ORG,nursing_home_administrators,2,2
high,ORG,nutrition,4,4
high,ORG,nutrition_incentive_program,1,1
high,ORG,ny,4,2
high,ORG,ny_/_ny_iii,4,4
high,ORG,ny_state_of_health,2,2
high,ORG,nyccc,2,2
high,ORG,nycrr,2,2
high,ORG,nyl,2,2
high,ORG,nyslrs,4,2
high,ORG,nyt,2,2
high,ORG,"o._""_home_state",1,1
high,ORG,o.d.,2,2
high,ORG,o_)_service,2,2
high,ORG,oasas,2,2
high,ORG,obligee,4,2
high,ORG,ocaar,1,1
high,ORG,occupational,2,2
high,ORG,occupational_health,3,3
high,ORG,occupational_therapist,2,2
high,ORG,ocfs,4,4
high,ORG,"ochratoxin_a._""_office",1,1
high,ORG,offender_422_review,1,1
high,ORG,offender_management_board_act,1,1
high,ORG,offender_review,3,2
high,ORG,offender_review_27,1,1
high,ORG,office,17,6
high,ORG,office_for_human_research_protections,1,1
high,ORG,office_hb4026,1,1
high,ORG,office_of_11_management_and_budget,1,1
high,ORG,office_of_19_management_and_budget,1,1
high,ORG,office_of_3265_management_and_budget,1,1
high,ORG,office_of_370_vital_statistics,1,1
high,ORG,office_of_child_advocate,1,1
high,ORG,office_of_disability_services_coordination,2,2
high,ORG,office_of_education,2,1
high,ORG,office_of_enforcement,1,1
high,ORG,office_of_enforcement_counsel,1,1
high,ORG,office_of_enforcement_counsel.--the,1,1
high,ORG,office_of_firearms_restraining_order_18_coordination,2,2
high,ORG,office_of_firearms_restraining_order_hb5859_-_59_-_lrb102_29985,1,1
high,ORG,office_of_insurance_regulation,2,2
high,ORG,office_of_management,1,1
high,ORG,office_of_management_and_budget,7,3
high,ORG,office_of_medicaid_innovation,2,2
high,ORG,office_of_minority_health_and_health_equity,1,1
high,ORG,office_of_planning_and_budget,1,1
high,ORG,office_of_safe_schools.—there,4,4
high,ORG,office_of_school_safety_funding,2,2
high,ORG,office_of_social_and_economic_equity,2,1
high,ORG,office_of_state_guardian,1,1
high,ORG,office_of_state_long_term_care_ombudsman,1,1
high,ORG,office_of_statewide_pretrial_services_8,2,2
high,ORG,office_of_suicide_prevention,1,1
high,ORG,office_of_the_governor,1,1
high,ORG,office_of_the_inspector,1,1
high,ORG,office_of_the_inspector_general,1,1
